conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,true_label
1761213343241794048,2024-02-24 02:15:57+00:00,0,IKN majukan Indonesia #ikn #iknnusantara #dukungiknnusantara #ibukotabaru #ibukotanegara #ibukotanusantara #indonesia https://t.co/3idgSGGegW,1761213343241794048,https://pbs.twimg.com/media/GHEWMqAa0AAV6jI.jpg,,in,"Jambi, Indonesia",0,0,0,https://x.com/SofiaMo75230765/status/1761213343241793944,1561615103140631040,SofiaMo75230765,netral
1730235301119823872,2023-11-30 14:40:16+00:00,3,Mengungkap fakta-fakta di balik Pembangunan Ibu Kota Nusantara (IKN) di Kalimantan. #IKN #ibukotanusantara #Promedia --- Arnold Kiki Horor Kisah Nyata Desember Kevin Marriage Iriana https://t.co/C5SRPokFuM,1730235301119823872,https://pbs.twimg.com/ext_tw_video_thumb/1730234829206179841/pu/img/8nGi2_ROglgtejVa.jpg,,in,,0,2,1,https://twitter.com/tentangIndoCom/status/1730235301119824383,1569809478371151872,tentangIndoCom,netral
1789839386512634112,2024-05-13 02:05:38+00:00,0,IKN tak akan rusak hutan Kalimantan #IKN https://t.co/FMwp67YgpB,1789839386512634112,https://pbs.twimg.com/media/GNbJbLeaAAAodh1.png,,in,,0,0,0,https://twitter.com/ezmei18/status/1789839386512634162,1090945928,ezmei18,netral
1789897564466103040,2024-05-13 05:56:48+00:00,1,Fase Pertama PLTS #IKN Dijadwalkan Beroperasi Februari 2024 https://t.co/FWYwDAvdPK,1789897564466103040,https://pbs.twimg.com/media/GNb-WD9acAAw8rU.jpg,,in,"Sumatera Selatan, Indonesia",0,0,0,https://twitter.com/Vigo__alfindo/status/1789897564466102707,901441285,Vigo__alfindo,netral
1732379140949491968,2023-12-06 12:39:07+00:00,0,Presiden Joko Widodo (Jokowi) ingin agar Ibu Kota Nusantara (IKN) jadi 10 minutes city di mana hanya butuh 10 menit untuk mengelilingi seluruh penjuru kota. Selengkapnya: https://t.co/bQYvOczQsV ___ #100kpjcom #Ibukotanusantara #Kendaraan https://t.co/sGG6JpYPCR,1732379140949491968,https://pbs.twimg.com/media/GAqlpe-WkAAouwt.jpg,,in,,0,0,0,https://x.com/100kpjcom/status/1732379140949492084,1102793536221543936,100kpjcom,netral
1786737288610746880,2024-05-04 12:39:00+00:00,0,Konflik Lahan di IKN Nusantara Kaltim Masyarakat Sulit Urus Surat Tanah hanya Penonton Kemegahan #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #konfliklahan #lahanIKN https://t.co/P7hb6CKLTC lewat @tribunkaltim,1786737288610746880,,,in,"Balikpapan, Indonesia",0,0,0,https://x.com/tribunkaltim/status/1786737288610746548,103551225,tribunkaltim,netral
1768176200143544064,2024-03-14 07:23:51+00:00,179,Sembilan orang petani sawit Saloloang Penajam Paser Utara yang menghalangi pembangunan bandara VVIP di IKN yang sempat ditangkap Polda Kaltim kini dibebaskan dan hanya dikenai Wajib Lapor. #ikn #nusantara #ibukotanusantara https://t.co/KXWpleVA2C,1768176200143544064,https://pbs.twimg.com/ext_tw_video_thumb/1768165396962807808/pu/img/3YxGcdK20QHjviMx.jpg,,in,,2,9,101,https://x.com/Metro_TV/status/1768176200143544339,57261519,Metro_TV,netral
1789907179870277888,2024-05-13 06:35:01+00:00,0,Sisi Gelap IKN di Kaltim Pengamat: Warga Sekitar Ibarat Penonton Miskin Saksikan Kemegahan IKN https://t.co/lv4vLUDFPB lewat @tribunnews #IKN #Kaltim #nusantara #PPU,1789907179870277888,,,in,"Balikpapan, Indonesia",0,0,0,https://twitter.com/tribunkaltim/status/1789907179870277878,103551225,tribunkaltim,netral
1768260725037040128,2024-03-14 12:59:44+00:00,1,Badan legislasi (Baleg) DPR RI @dpr_ri kembali menggelar rapat panitia kerja (Panja) secara terbuka untuk membahas Rancangan Undang-Undang Daerah Khusus Jakarta (RUU DKJ). Download #metrotvxtend di app store &amp; play store #jakarta #ibukotanegara #ibukotanusantara #ruudkj https://t.co/6YpSYfwlPZ,1768260725037040128,https://pbs.twimg.com/ext_tw_video_thumb/1768260580006354944/pu/img/cjAASShge99Ec5mp.jpg,,in,,0,0,1,https://x.com/Metro_TV/status/1768260725037039907,57261519,Metro_TV,netral
1785164644556194048,2024-04-30 04:29:52+00:00,0,Presiden #JokoWidodo #Jokowi menandatangani #UU Nomor 2 Tahun 2024 tentang Provinsi Daerah Khusus Jakarta #UUDKJ. UU ini mengatur pemindahan ibu kota negara dari #Jakarta ke #IbuKotaNusantara.*** https://t.co/MvRv3lAEsC https://t.co/mTe5RwHnbb,1785164644556194048,https://pbs.twimg.com/media/GMYtxsUbUAADvku.jpg,,in,"West Java, Indonesia",0,0,0,https://x.com/wjtodaycom/status/1785164644556193854,1062697782425772032,wjtodaycom,netral
